goal_id,employee_id,department_id,goal_description,weight,completion_pct,completion_unit,recorded_date
GL-12486,EMP-0453,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.0491,63.2,pct,2024-03-07
GL-12487,EMP-0453,DEPT-014,Implement one process automation initiative,0.3603,64.9,pct,2024-03-31
GL-12488,EMP-0454,DEPT-013,Deliver cross-functional project milestone,0.2395,88.7,pct,2024-03-25
GL-12489,EMP-0454,DEPT-013,Implement one process automation initiative,0.433,81.8,pct,2024-03-26
GL-12490,EMP-0454,DEPT-013,Complete mandatory compliance training,0.3275,73.7,pct,2024-03-13
GL-12491,EMP-0455,DEPT-013,Complete mandatory compliance training,0.2941,99.7,pct,2024-03-21
GL-12492,EMP-0455,DEPT-013,Complete leadership development programme,0.6122,72.2,pct,2024-03-21
GL-12493,EMP-0455,DEPT-013,Achieve 95-percent-plus stakeholder satisfaction score,0.0937,87.1,pct,2024-03-08
GL-12494,EMP-0456,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.2372,77.8,pct,2024-03-11
GL-12495,EMP-0456,DEPT-016,Complete product certification or professional qualification,0.2635,65.5,pct,2024-03-07
GL-12496,EMP-0456,DEPT-016,Implement one process automation initiative,0.1081,67.9,pct,2024-03-10
GL-12497,EMP-0456,DEPT-016,Improve quarterly delivery velocity,0.2838,82.0,pct,2024-03-23
GL-12498,EMP-0456,DEPT-016,Complete mandatory compliance training,0.1075,56.8,pct,2024-03-24
GL-12499,EMP-0457,DEPT-013,Improve quarterly delivery velocity,0.0761,88.0,pct,2024-03-19
GL-12500,EMP-0457,DEPT-013,Deliver cross-functional project milestone,0.1528,79.5,pct,2024-03-26
GL-12501,EMP-0457,DEPT-013,Complete leadership development programme,0.2945,52.2,pct,2024-03-24
GL-12502,EMP-0457,DEPT-013,Reduce process error rate by 10 percent,0.4766,41.8,pct,2024-03-28
GL-12503,EMP-0458,DEPT-013,Complete mandatory compliance training,0.3866,77.7,pct,2024-03-07
GL-12504,EMP-0458,DEPT-013,Implement one process automation initiative,0.1244,76.6,pct,2024-03-19
GL-12505,EMP-0458,DEPT-013,Complete leadership development programme,0.489,45.2,pct,2024-03-28
GL-12506,EMP-0459,DEPT-013,Improve quarterly delivery velocity,0.2042,84.9,pct,2024-03-23
GL-12507,EMP-0459,DEPT-013,Establish weekly reporting cadence for executive team,0.3497,95.7,pct,2024-03-28
GL-12508,EMP-0459,DEPT-013,Complete mandatory compliance training,0.0099,71.4,pct,2024-03-07
GL-12509,EMP-0459,DEPT-013,Implement one process automation initiative,0.221,64.3,pct,2024-03-31
GL-12510,EMP-0459,DEPT-013,Complete leadership development programme,0.2152,46.4,pct,2024-03-15
GL-12511,EMP-0460,DEPT-015,Improve quarterly delivery velocity,0.5312,68.6,pct,2024-03-08
GL-12512,EMP-0460,DEPT-015,Reduce onboarding cycle time for new hires,0.0761,47.1,pct,2024-03-09
GL-12513,EMP-0460,DEPT-015,Complete leadership development programme,0.3927,47.1,pct,2024-03-22
GL-12514,EMP-0461,DEPT-016,Mentor two junior team members,0.5647,91.7,pct,2024-03-19
GL-12515,EMP-0461,DEPT-016,Improve quarterly delivery velocity,0.1027,68.2,pct,2024-03-12
GL-12516,EMP-0461,DEPT-016,Deliver cross-functional project milestone,0.3325,80.9,pct,2024-03-22
GL-12517,EMP-0462,DEPT-015,Mentor two junior team members,0.5635,81.5,pct,2024-03-22
GL-12518,EMP-0462,DEPT-015,Reduce process error rate by 10 percent,0.3992,71.9,pct,2024-03-19
GL-12519,EMP-0462,DEPT-015,Drive measurable cost reduction in operational budget,0.0373,88.4,pct,2024-03-24
GL-12520,EMP-0463,DEPT-015,Establish weekly reporting cadence for executive team,0.2677,61.9,pct,2024-03-09
GL-12521,EMP-0463,DEPT-015,Improve quarterly delivery velocity,0.3165,44.5,pct,2024-03-21
GL-12522,EMP-0463,DEPT-015,Reduce process error rate by 10 percent,0.4158,59.7,pct,2024-03-23
GL-12523,EMP-0464,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.0933,94.8,pct,2024-03-08
GL-12524,EMP-0464,DEPT-015,Improve quarterly delivery velocity,0.6039,97.0,pct,2024-03-31
GL-12525,EMP-0464,DEPT-015,Complete product certification or professional qualification,0.1551,60.2,pct,2024-03-09
GL-12526,EMP-0464,DEPT-015,Deliver cross-functional project milestone,0.1477,45.0,pct,2024-03-13
GL-12527,EMP-0465,DEPT-014,Complete leadership development programme,0.0284,79.1,pct,2024-03-28
GL-12528,EMP-0465,DEPT-014,Drive measurable cost reduction in operational budget,0.6595,49.2,pct,2024-03-15
GL-12529,EMP-0465,DEPT-014,Reduce process error rate by 10 percent,0.3121,47.2,pct,2024-03-09
GL-12530,EMP-0467,DEPT-015,Reduce onboarding cycle time for new hires,0.4388,54.3,pct,2024-03-17
GL-12531,EMP-0467,DEPT-015,Improve quarterly delivery velocity,0.0276,86.7,pct,2024-03-13
GL-12532,EMP-0467,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.0891,47.0,pct,2024-03-25
GL-12533,EMP-0467,DEPT-015,Implement one process automation initiative,0.4446,65.6,pct,2024-03-15
GL-12534,EMP-0468,DEPT-013,Reduce process error rate by 10 percent,0.0635,73.8,pct,2024-03-17
GL-12535,EMP-0468,DEPT-013,Complete leadership development programme,0.2764,89.2,pct,2024-03-12
GL-12536,EMP-0468,DEPT-013,Deliver cross-functional project milestone,0.328,87.8,pct,2024-03-14
GL-12537,EMP-0468,DEPT-013,Drive measurable cost reduction in operational budget,0.3321,88.1,pct,2024-03-18
GL-12538,EMP-0469,DEPT-015,Deliver cross-functional project milestone,0.1193,44.8,pct,2024-03-15
GL-12539,EMP-0469,DEPT-015,Establish weekly reporting cadence for executive team,0.1245,64.3,pct,2024-03-28
GL-12540,EMP-0469,DEPT-015,Complete mandatory compliance training,0.5475,79.3,pct,2024-03-10
GL-12541,EMP-0469,DEPT-015,Complete leadership development programme,0.2087,76.4,pct,2024-03-27
GL-12542,EMP-0470,DEPT-013,Reduce onboarding cycle time for new hires,0.3065,65.2,pct,2024-03-23
GL-12543,EMP-0470,DEPT-013,Complete mandatory compliance training,0.0609,45.6,pct,2024-03-29
GL-12544,EMP-0470,DEPT-013,Reduce process error rate by 10 percent,0.234,78.1,pct,2024-03-23
GL-12545,EMP-0470,DEPT-013,Improve quarterly delivery velocity,0.3493,77.2,pct,2024-03-09
GL-12546,EMP-0470,DEPT-013,Mentor two junior team members,0.0492,64.5,pct,2024-03-10
GL-12547,EMP-0472,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.0585,76.6,pct,2024-03-27
GL-12548,EMP-0472,DEPT-014,Complete product certification or professional qualification,0.4517,73.6,pct,2024-03-08
GL-12549,EMP-0472,DEPT-014,Complete mandatory compliance training,0.0957,72.3,pct,2024-03-09
GL-12550,EMP-0472,DEPT-014,Improve quarterly delivery velocity,0.3367,41.6,pct,2024-03-07
GL-12551,EMP-0472,DEPT-014,Drive measurable cost reduction in operational budget,0.0574,97.4,pct,2024-03-15
GL-12552,EMP-0473,DEPT-016,Mentor two junior team members,0.11,95.1,pct,2024-03-19
GL-12553,EMP-0473,DEPT-016,Reduce process error rate by 10 percent,0.2746,75.0,pct,2024-03-14
GL-12554,EMP-0473,DEPT-016,Reduce onboarding cycle time for new hires,0.2483,49.5,pct,2024-03-31
GL-12555,EMP-0473,DEPT-016,Deliver cross-functional project milestone,0.0589,89.1,pct,2024-03-29
GL-12556,EMP-0473,DEPT-016,Complete mandatory compliance training,0.3082,80.9,pct,2024-03-18
GL-12557,EMP-0475,DEPT-014,Drive measurable cost reduction in operational budget,0.1033,68.0,pct,2024-03-20
GL-12558,EMP-0475,DEPT-014,Establish weekly reporting cadence for executive team,0.1129,72.0,pct,2024-03-27
GL-12559,EMP-0475,DEPT-014,Complete leadership development programme,0.2958,69.0,pct,2024-03-20
GL-12560,EMP-0475,DEPT-014,Implement one process automation initiative,0.0154,57.2,pct,2024-03-22
GL-12561,EMP-0475,DEPT-014,Complete mandatory compliance training,0.4726,84.0,pct,2024-03-23
GL-12562,EMP-0477,DEPT-016,Complete product certification or professional qualification,0.5259,53.7,pct,2024-03-27
GL-12563,EMP-0477,DEPT-016,Improve quarterly delivery velocity,0.2144,94.1,pct,2024-03-18
GL-12564,EMP-0477,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.1754,84.9,pct,2024-03-11
GL-12565,EMP-0477,DEPT-016,Drive measurable cost reduction in operational budget,0.0843,79.8,pct,2024-03-10
GL-12566,EMP-0478,DEPT-016,Complete leadership development programme,0.1415,85.8,pct,2024-03-07
GL-12567,EMP-0478,DEPT-016,Reduce process error rate by 10 percent,0.2187,99.6,pct,2024-03-08
GL-12568,EMP-0478,DEPT-016,Mentor two junior team members,0.4463,96.3,pct,2024-03-25
GL-12569,EMP-0478,DEPT-016,Reduce onboarding cycle time for new hires,0.1935,40.9,pct,2024-03-21
GL-12570,EMP-0480,DEPT-015,Mentor two junior team members,0.1631,40.3,pct,2024-03-10
GL-12571,EMP-0480,DEPT-015,Complete mandatory compliance training,0.0411,73.7,pct,2024-03-27
GL-12572,EMP-0480,DEPT-015,Drive measurable cost reduction in operational budget,0.2089,55.4,pct,2024-03-15
GL-12573,EMP-0480,DEPT-015,Complete leadership development programme,0.2788,48.8,pct,2024-03-18
GL-12574,EMP-0480,DEPT-015,Deliver cross-functional project milestone,0.3081,41.2,pct,2024-03-17
GL-12575,EMP-0481,DEPT-014,Complete leadership development programme,0.1134,73.0,pct,2024-03-27
GL-12576,EMP-0481,DEPT-014,Establish weekly reporting cadence for executive team,0.3002,54.7,pct,2024-03-14
GL-12577,EMP-0481,DEPT-014,Reduce process error rate by 10 percent,0.3962,93.5,pct,2024-03-23
GL-12578,EMP-0481,DEPT-014,Complete product certification or professional qualification,0.1902,100.0,pct,2024-03-28
GL-12579,EMP-0482,DEPT-016,Reduce process error rate by 10 percent,0.4201,87.5,pct,2024-03-19
GL-12580,EMP-0482,DEPT-016,Improve quarterly delivery velocity,0.5571,49.0,pct,2024-03-29
GL-12581,EMP-0482,DEPT-016,Complete product certification or professional qualification,0.0228,97.4,pct,2024-03-10
GL-12582,EMP-0484,DEPT-015,Establish weekly reporting cadence for executive team,0.4116,56.4,pct,2024-03-23
GL-12583,EMP-0484,DEPT-015,Improve quarterly delivery velocity,0.2897,63.8,pct,2024-03-22
GL-12584,EMP-0484,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.2988,99.8,pct,2024-03-10
GL-12585,EMP-0485,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.2174,49.1,pct,2024-03-24
GL-12586,EMP-0485,DEPT-014,Drive measurable cost reduction in operational budget,0.418,56.8,pct,2024-03-22
GL-12587,EMP-0485,DEPT-014,Establish weekly reporting cadence for executive team,0.228,45.0,pct,2024-03-17
GL-12588,EMP-0485,DEPT-014,Complete mandatory compliance training,0.0595,43.0,pct,2024-03-20
GL-12589,EMP-0485,DEPT-014,Complete leadership development programme,0.077,52.0,pct,2024-03-25
GL-12590,EMP-0486,DEPT-016,Reduce onboarding cycle time for new hires,0.0429,78.4,pct,2024-03-19
GL-12591,EMP-0486,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.0707,98.6,pct,2024-03-25
GL-12592,EMP-0486,DEPT-016,Complete leadership development programme,0.4525,60.2,pct,2024-03-11
GL-12593,EMP-0486,DEPT-016,Drive measurable cost reduction in operational budget,0.3646,74.8,pct,2024-03-21
GL-12594,EMP-0486,DEPT-016,Mentor two junior team members,0.0693,46.7,pct,2024-03-23
GL-12595,EMP-0488,DEPT-014,Implement one process automation initiative,0.0405,84.7,pct,2024-03-23
GL-12596,EMP-0488,DEPT-014,Reduce onboarding cycle time for new hires,0.6072,53.4,pct,2024-03-15
GL-12597,EMP-0488,DEPT-014,Drive measurable cost reduction in operational budget,0.3523,80.7,pct,2024-03-10
GL-12598,EMP-0489,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.0875,48.9,pct,2024-03-30
GL-12599,EMP-0489,DEPT-016,Deliver cross-functional project milestone,0.5461,77.4,pct,2024-03-26
GL-12600,EMP-0489,DEPT-016,Reduce process error rate by 10 percent,0.3664,90.5,pct,2024-03-13
GL-12601,EMP-0490,DEPT-016,Reduce onboarding cycle time for new hires,0.0454,45.2,pct,2024-03-23
GL-12602,EMP-0490,DEPT-016,Complete leadership development programme,0.2199,49.8,pct,2024-03-08
GL-12603,EMP-0490,DEPT-016,Complete mandatory compliance training,0.3939,53.2,pct,2024-03-22
GL-12604,EMP-0490,DEPT-016,Deliver cross-functional project milestone,0.3261,50.3,pct,2024-03-25
GL-12605,EMP-0490,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.0147,70.2,pct,2024-03-26
GL-12606,EMP-0492,DEPT-013,Complete product certification or professional qualification,0.4441,75.2,pct,2024-03-26
GL-12607,EMP-0492,DEPT-013,Complete mandatory compliance training,0.352,95.0,pct,2024-03-27
GL-12608,EMP-0492,DEPT-013,Implement one process automation initiative,0.017,43.1,pct,2024-03-25
GL-12609,EMP-0492,DEPT-013,Drive measurable cost reduction in operational budget,0.1869,92.3,pct,2024-03-10
GL-12610,EMP-0493,DEPT-015,Improve quarterly delivery velocity,0.0643,89.4,pct,2024-03-07
GL-12611,EMP-0493,DEPT-015,Reduce process error rate by 10 percent,0.1362,84.9,pct,2024-03-28
GL-12612,EMP-0493,DEPT-015,Establish weekly reporting cadence for executive team,0.661,54.8,pct,2024-03-29
GL-12613,EMP-0493,DEPT-015,Complete mandatory compliance training,0.1385,74.6,pct,2024-03-07
GL-12614,EMP-0494,DEPT-013,Complete leadership development programme,0.8448,75.0,pct,2024-03-16
GL-12615,EMP-0494,DEPT-013,Complete mandatory compliance training,0.0249,46.1,pct,2024-03-24
GL-12616,EMP-0494,DEPT-013,Implement one process automation initiative,0.116,63.9,pct,2024-03-16
GL-12617,EMP-0494,DEPT-013,Improve quarterly delivery velocity,0.0144,71.1,pct,2024-03-28
GL-12618,EMP-0495,DEPT-013,Reduce onboarding cycle time for new hires,0.0041,79.7,pct,2024-03-13
GL-12619,EMP-0495,DEPT-013,Implement one process automation initiative,0.3394,69.8,pct,2024-03-30
GL-12620,EMP-0495,DEPT-013,Complete mandatory compliance training,0.1237,67.2,pct,2024-03-15
GL-12621,EMP-0495,DEPT-013,Reduce process error rate by 10 percent,0.5328,99.2,pct,2024-03-09
GL-12622,EMP-0496,DEPT-014,Deliver cross-functional project milestone,0.5583,76.0,pct,2024-03-14
GL-12623,EMP-0496,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.3864,70.2,pct,2024-03-15
GL-12624,EMP-0496,DEPT-014,Reduce process error rate by 10 percent,0.0553,70.3,pct,2024-03-15
GL-12625,EMP-0497,DEPT-014,Reduce process error rate by 10 percent,0.1964,97.6,pct,2024-03-21
GL-12626,EMP-0497,DEPT-014,Mentor two junior team members,0.3938,99.4,pct,2024-03-31
GL-12627,EMP-0497,DEPT-014,Implement one process automation initiative,0.0689,51.4,pct,2024-03-18
GL-12628,EMP-0497,DEPT-014,Complete product certification or professional qualification,0.2201,69.2,pct,2024-03-31
GL-12629,EMP-0497,DEPT-014,Deliver cross-functional project milestone,0.1207,50.3,pct,2024-03-13
GL-12630,EMP-0499,DEPT-015,Improve quarterly delivery velocity,0.1261,69.0,pct,2024-03-09
GL-12631,EMP-0499,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.003,65.6,pct,2024-03-14
GL-12632,EMP-0499,DEPT-015,Establish weekly reporting cadence for executive team,0.8709,67.0,pct,2024-03-10
GL-12633,EMP-0500,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.1576,69.2,pct,2024-03-27
GL-12634,EMP-0500,DEPT-015,Drive measurable cost reduction in operational budget,0.1716,57.5,pct,2024-03-17
GL-12635,EMP-0500,DEPT-015,Reduce process error rate by 10 percent,0.4133,53.4,pct,2024-03-31
GL-12636,EMP-0500,DEPT-015,Reduce onboarding cycle time for new hires,0.2576,69.8,pct,2024-03-29
GL-12637,EMP-0501,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.0679,96.2,pct,2024-03-28
GL-12638,EMP-0501,DEPT-014,Reduce onboarding cycle time for new hires,0.2126,56.3,pct,2024-03-17
GL-12639,EMP-0501,DEPT-014,Drive measurable cost reduction in operational budget,0.0276,46.3,pct,2024-03-26
GL-12640,EMP-0501,DEPT-014,Complete product certification or professional qualification,0.219,70.2,pct,2024-03-25
GL-12641,EMP-0501,DEPT-014,Reduce process error rate by 10 percent,0.473,70.6,pct,2024-03-26
GL-12642,EMP-0502,DEPT-015,Deliver cross-functional project milestone,0.2506,76.2,pct,2024-03-25
GL-12643,EMP-0502,DEPT-015,Mentor two junior team members,0.1739,60.3,pct,2024-03-26
GL-12644,EMP-0502,DEPT-015,Improve quarterly delivery velocity,0.5756,44.9,pct,2024-03-18
GL-12645,EMP-0503,DEPT-016,Complete product certification or professional qualification,0.251,96.6,pct,2024-03-17
GL-12646,EMP-0503,DEPT-016,Establish weekly reporting cadence for executive team,0.0594,69.8,pct,2024-03-30
GL-12647,EMP-0503,DEPT-016,Implement one process automation initiative,0.2329,48.2,pct,2024-03-16
GL-12648,EMP-0503,DEPT-016,Reduce onboarding cycle time for new hires,0.3789,61.0,pct,2024-03-07
GL-12649,EMP-0503,DEPT-016,Deliver cross-functional project milestone,0.0778,96.4,pct,2024-03-10
GL-12650,EMP-0504,DEPT-014,Drive measurable cost reduction in operational budget,0.2624,52.6,pct,2024-03-18
GL-12651,EMP-0504,DEPT-014,Deliver cross-functional project milestone,0.2964,69.8,pct,2024-03-29
GL-12652,EMP-0504,DEPT-014,Reduce process error rate by 10 percent,0.1127,75.6,pct,2024-03-27
GL-12653,EMP-0504,DEPT-014,Achieve 95-percent-plus stakeholder satisfaction score,0.2859,58.1,pct,2024-03-24
GL-12654,EMP-0504,DEPT-014,Complete leadership development programme,0.0427,78.7,pct,2024-03-19
GL-12655,EMP-0505,DEPT-013,Complete leadership development programme,0.5391,83.1,pct,2024-03-20
GL-12656,EMP-0505,DEPT-013,Drive measurable cost reduction in operational budget,0.2857,80.4,pct,2024-03-14
GL-12657,EMP-0505,DEPT-013,Complete mandatory compliance training,0.1752,49.6,pct,2024-03-12
GL-12658,EMP-0506,DEPT-015,Establish weekly reporting cadence for executive team,0.768,45.3,pct,2024-03-10
GL-12659,EMP-0506,DEPT-015,Complete leadership development programme,0.0532,51.9,pct,2024-03-26
GL-12660,EMP-0506,DEPT-015,Improve quarterly delivery velocity,0.1787,73.8,pct,2024-03-26
GL-12661,EMP-0507,DEPT-016,Mentor two junior team members,0.3918,88.4,pct,2024-03-24
GL-12662,EMP-0507,DEPT-016,Improve quarterly delivery velocity,0.3808,55.9,pct,2024-03-17
GL-12663,EMP-0507,DEPT-016,Complete mandatory compliance training,0.2275,80.1,pct,2024-03-31
GL-12664,EMP-0508,DEPT-013,Achieve 95-percent-plus stakeholder satisfaction score,0.1009,90.4,pct,2024-03-25
GL-12665,EMP-0508,DEPT-013,Improve quarterly delivery velocity,0.1054,63.4,pct,2024-03-08
GL-12666,EMP-0508,DEPT-013,Reduce process error rate by 10 percent,0.366,72.8,pct,2024-03-22
GL-12667,EMP-0508,DEPT-013,Establish weekly reporting cadence for executive team,0.3397,54.5,pct,2024-03-31
GL-12668,EMP-0508,DEPT-013,Reduce onboarding cycle time for new hires,0.0879,67.5,pct,2024-03-20
GL-12669,EMP-0509,DEPT-014,Complete leadership development programme,0.3678,77.0,pct,2024-03-09
GL-12670,EMP-0509,DEPT-014,Mentor two junior team members,0.1929,42.4,pct,2024-03-08
GL-12671,EMP-0509,DEPT-014,Implement one process automation initiative,0.4393,56.5,pct,2024-03-20
GL-12672,EMP-0510,DEPT-015,Improve quarterly delivery velocity,0.6676,52.8,pct,2024-03-17
GL-12673,EMP-0510,DEPT-015,Reduce onboarding cycle time for new hires,0.2664,50.4,pct,2024-03-25
GL-12674,EMP-0510,DEPT-015,Complete product certification or professional qualification,0.066,47.7,pct,2024-03-24
GL-12675,EMP-0511,DEPT-014,Reduce onboarding cycle time for new hires,0.4688,97.2,pct,2024-03-09
GL-12676,EMP-0511,DEPT-014,Complete leadership development programme,0.2027,41.3,pct,2024-03-24
GL-12677,EMP-0511,DEPT-014,Drive measurable cost reduction in operational budget,0.0723,98.9,pct,2024-03-12
GL-12678,EMP-0511,DEPT-014,Improve quarterly delivery velocity,0.2016,88.6,pct,2024-03-23
GL-12679,EMP-0511,DEPT-014,Reduce process error rate by 10 percent,0.0546,61.6,pct,2024-03-24
GL-12680,EMP-0512,DEPT-013,Complete product certification or professional qualification,0.3242,67.0,pct,2024-03-10
GL-12681,EMP-0512,DEPT-013,Deliver cross-functional project milestone,0.2431,79.4,pct,2024-03-26
GL-12682,EMP-0512,DEPT-013,Drive measurable cost reduction in operational budget,0.2237,94.9,pct,2024-03-27
GL-12683,EMP-0512,DEPT-013,Mentor two junior team members,0.0445,50.9,pct,2024-03-14
GL-12684,EMP-0512,DEPT-013,Establish weekly reporting cadence for executive team,0.1646,53.7,pct,2024-03-29
GL-12685,EMP-0513,DEPT-016,Improve quarterly delivery velocity,0.1821,74.5,pct,2024-03-11
GL-12686,EMP-0513,DEPT-016,Complete mandatory compliance training,0.0802,70.7,pct,2024-03-09
GL-12687,EMP-0513,DEPT-016,Establish weekly reporting cadence for executive team,0.7377,51.3,pct,2024-03-28
GL-12688,EMP-0514,DEPT-014,Complete leadership development programme,0.4618,48.2,pct,2024-03-29
GL-12689,EMP-0514,DEPT-014,Improve quarterly delivery velocity,0.096,70.8,pct,2024-03-13
GL-12690,EMP-0514,DEPT-014,Complete product certification or professional qualification,0.0962,54.5,pct,2024-03-11
GL-12691,EMP-0514,DEPT-014,Reduce process error rate by 10 percent,0.346,91.8,pct,2024-03-29
GL-12692,EMP-0515,DEPT-016,Improve quarterly delivery velocity,0.2775,63.1,pct,2024-03-29
GL-12693,EMP-0515,DEPT-016,Mentor two junior team members,0.2863,68.9,pct,2024-03-09
GL-12694,EMP-0515,DEPT-016,Achieve 95-percent-plus stakeholder satisfaction score,0.4362,54.8,pct,2024-03-22
GL-12695,EMP-0516,DEPT-013,Implement one process automation initiative,0.1634,61.9,pct,2024-03-28
GL-12696,EMP-0516,DEPT-013,Establish weekly reporting cadence for executive team,0.3869,50.4,pct,2024-03-28
GL-12697,EMP-0516,DEPT-013,Complete product certification or professional qualification,0.0999,89.3,pct,2024-03-17
GL-12698,EMP-0516,DEPT-013,Improve quarterly delivery velocity,0.0393,95.1,pct,2024-03-30
GL-12699,EMP-0516,DEPT-013,Drive measurable cost reduction in operational budget,0.3105,89.6,pct,2024-03-22
GL-12700,EMP-0517,DEPT-014,Complete product certification or professional qualification,0.0877,74.3,pct,2024-03-07
GL-12701,EMP-0517,DEPT-014,Establish weekly reporting cadence for executive team,0.1799,53.5,pct,2024-03-19
GL-12702,EMP-0517,DEPT-014,Drive measurable cost reduction in operational budget,0.7324,68.5,pct,2024-03-15
GL-12703,EMP-0518,DEPT-016,Implement one process automation initiative,0.1611,45.9,pct,2024-03-19
GL-12704,EMP-0518,DEPT-016,Complete product certification or professional qualification,0.5381,55.6,pct,2024-03-30
GL-12705,EMP-0518,DEPT-016,Mentor two junior team members,0.1812,84.0,pct,2024-03-22
GL-12706,EMP-0518,DEPT-016,Reduce onboarding cycle time for new hires,0.1196,56.4,pct,2024-03-09
GL-12707,EMP-0519,DEPT-016,Complete leadership development programme,0.2423,65.3,pct,2024-03-20
GL-12708,EMP-0519,DEPT-016,Complete mandatory compliance training,0.6881,80.5,pct,2024-03-18
GL-12709,EMP-0519,DEPT-016,Improve quarterly delivery velocity,0.0696,47.8,pct,2024-03-22
GL-12710,EMP-0520,DEPT-016,Drive measurable cost reduction in operational budget,0.3878,65.3,pct,2024-03-11
GL-12711,EMP-0520,DEPT-016,Deliver cross-functional project milestone,0.3069,66.3,pct,2024-03-13
GL-12712,EMP-0520,DEPT-016,Mentor two junior team members,0.1223,53.6,pct,2024-03-16
GL-12713,EMP-0520,DEPT-016,Improve quarterly delivery velocity,0.183,99.3,pct,2024-03-10
GL-12714,EMP-0521,DEPT-013,Improve quarterly delivery velocity,0.3307,82.9,pct,2024-03-09
GL-12715,EMP-0521,DEPT-013,Complete product certification or professional qualification,0.0761,43.6,pct,2024-03-14
GL-12716,EMP-0521,DEPT-013,Reduce process error rate by 10 percent,0.4911,51.9,pct,2024-03-10
GL-12717,EMP-0521,DEPT-013,Complete mandatory compliance training,0.102,88.8,pct,2024-03-30
GL-12718,EMP-0522,DEPT-015,Complete product certification or professional qualification,0.1272,41.3,pct,2024-03-10
GL-12719,EMP-0522,DEPT-015,Reduce onboarding cycle time for new hires,0.0106,63.1,pct,2024-03-09
GL-12720,EMP-0522,DEPT-015,Establish weekly reporting cadence for executive team,0.1451,82.7,pct,2024-03-18
GL-12721,EMP-0522,DEPT-015,Deliver cross-functional project milestone,0.3321,40.8,pct,2024-03-21
GL-12722,EMP-0522,DEPT-015,Implement one process automation initiative,0.385,68.4,pct,2024-03-23
GL-12723,EMP-0523,DEPT-014,Mentor two junior team members,0.2553,47.7,pct,2024-03-20
GL-12724,EMP-0523,DEPT-014,Establish weekly reporting cadence for executive team,0.1894,57.0,pct,2024-03-12
GL-12725,EMP-0523,DEPT-014,Complete leadership development programme,0.0159,42.8,pct,2024-03-24
GL-12726,EMP-0523,DEPT-014,Complete mandatory compliance training,0.5394,76.5,pct,2024-03-25
GL-12727,EMP-0524,DEPT-013,Achieve 95-percent-plus stakeholder satisfaction score,0.326,51.5,pct,2024-03-26
GL-12728,EMP-0524,DEPT-013,Complete mandatory compliance training,0.4265,60.1,pct,2024-03-24
GL-12729,EMP-0524,DEPT-013,Drive measurable cost reduction in operational budget,0.2475,93.2,pct,2024-03-07
GL-12730,EMP-0525,DEPT-013,Implement one process automation initiative,0.1544,64.0,pct,2024-03-27
GL-12731,EMP-0525,DEPT-013,Complete product certification or professional qualification,0.2144,70.5,pct,2024-03-12
GL-12732,EMP-0525,DEPT-013,Improve quarterly delivery velocity,0.4702,63.1,pct,2024-03-22
GL-12733,EMP-0525,DEPT-013,Complete leadership development programme,0.103,68.9,pct,2024-03-11
GL-12734,EMP-0525,DEPT-013,Drive measurable cost reduction in operational budget,0.058,58.1,pct,2024-03-31
GL-12735,EMP-0526,DEPT-013,Drive measurable cost reduction in operational budget,0.0205,70.9,pct,2024-03-27
GL-12736,EMP-0526,DEPT-013,Reduce onboarding cycle time for new hires,0.3566,54.2,pct,2024-03-09
GL-12737,EMP-0526,DEPT-013,Complete mandatory compliance training,0.4622,65.4,pct,2024-03-09
GL-12738,EMP-0526,DEPT-013,Complete leadership development programme,0.1607,73.4,pct,2024-03-20
GL-12739,EMP-0527,DEPT-015,Achieve 95-percent-plus stakeholder satisfaction score,0.2807,74.5,pct,2024-03-26
GL-12740,EMP-0527,DEPT-015,Complete product certification or professional qualification,0.2797,86.9,pct,2024-03-11
GL-12741,EMP-0527,DEPT-015,Complete mandatory compliance training,0.4396,76.8,pct,2024-03-11
GL-12742,EMP-0529,DEPT-015,Deliver cross-functional project milestone,0.1625,63.7,pct,2024-03-13
GL-12743,EMP-0529,DEPT-015,Implement one process automation initiative,0.116,57.6,pct,2024-03-26
GL-12744,EMP-0529,DEPT-015,Complete leadership development programme,0.1429,77.7,pct,2024-03-21
GL-12745,EMP-0529,DEPT-015,Reduce onboarding cycle time for new hires,0.5059,87.7,pct,2024-03-26
GL-12746,EMP-0529,DEPT-015,Drive measurable cost reduction in operational budget,0.0727,40.5,pct,2024-03-18
